wos_subject,ds_subject,mag_subject,count
"Mathematics, Interdisciplinary Applications",,Mathematics,113
Agronomy,,Biology,113
"Physics, Multidisciplinary",Mathematical Sciences;Physical Sciences,Mathematics,113
"Engineering, Biomedical",Engineering,Materials science,113
"Psychology, Applied",,,112
"Computer Science, Software Engineering",Mathematical Sciences,Mathematics,112
"Chemistry, Physical",,,112
Cell Biology,,Medicine,112
Language & Linguistics,,Philosophy,111
Economics,,Mathematics,111
Crystallography,,,111
Surgery,Medical and Health Sciences,Medicine,110
Audiology & Speech-Language Pathology,,Computer science,109
Management,,Computer science,109
"Computer Science, Cybernetics",Information and Computing Sciences,Mathematics,109
"Computer Science, Artificial Intelligence",Mathematical Sciences,Engineering,109
"Computer Science, Artificial Intelligence",Physical Sciences,Computer science,109
"Materials Science, Ceramics",,Materials science,109
Biophysics,,Engineering,109
,Information and Computing Sciences,Chemistry,108
"Medicine, Research & Experimental",Medical and Health Sciences,Medicine,108
,Economics,Engineering,108
"Computer Science, Hardware & Architecture",Mathematical Sciences,Computer science,108
Environmental Sciences,Engineering,Geology,108
"Social Sciences, Interdisciplinary",,Computer science,107
"Engineering, Chemical",Engineering,Engineering,107
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Medical and Health Sciences,Computer science,107
Biochemical Research Methods,Information and Computing Sciences,Biology,106
Geology,,,106
"Computer Science, Artificial Intelligence",Technology,Computer science,106
Multidisciplinary Sciences,,Mathematics,106
"Computer Science, Information Systems",,Psychology,105
"Engineering, Electrical & Electronic",Information and Computing Sciences,Physics,105
Ergonomics,,Engineering,105
"Engineering, Biomedical",,Mathematics,104
Remote Sensing,Engineering,Mathematics,104
Robotics,Engineering;Information and Computing Sciences,Psychology,104
Clinical Neurology,Medical and Health Sciences,Biology,104
Food Science & Technology,Engineering,Psychology,103
Multidisciplinary Sciences,,Engineering,103
Telecommunications,,,103
"Computer Science, Cybernetics",Information and Computing Sciences,,103
Sport Sciences,,Psychology,103
"Chemistry, Multidisciplinary",Information and Computing Sciences,Engineering,103
Robotics,Engineering;Information and Computing Sciences,,103
"Education, Scientific Disciplines",,Computer science,102
,Engineering;Information and Computing Sciences,Mathematics,102
Behavioral Sciences,,,102
"Engineering, Industrial",Mathematical Sciences,Engineering,102
"Agriculture, Multidisciplinary",,Engineering,101
"Psychology, Mathematical",,Computer science,101
"Computer Science, Artificial Intelligence",Engineering,,101
"Engineering, Biomedical",Engineering,Mathematics,101
Operations Research & Management Science,Information and Computing Sciences,Mathematics,101
"Computer Science, Information Systems",Information and Computing Sciences;Mathematical Sciences,Computer science,101
"Materials Science, Multidisciplinary",,Engineering,101
Geochemistry & Geophysics,Engineering;Information and Computing Sciences,Mathematics,101
"Humanities, Multidisciplinary",,Sociology,100
Remote Sensing,,Computer science,100
Medical Informatics,Information and Computing Sciences,Computer science,99
Biology,,Computer science,99
Business,Information and Computing Sciences,Computer science,99
Social Issues,,,99
Mathematics,,Mathematics,99
Sport Sciences,,,99
"Computer Science, Cybernetics",Mathematical Sciences,Computer science,99
Biology,Biological Sciences,Biology,99
"Engineering, Multidisciplinary",Engineering,Mathematics,98
"Computer Science, Hardware & Architecture",Engineering;Information and Computing Sciences,Computer science,98
Robotics,Engineering;Information and Computing Sciences,Computer science,98
Forestry,,Biology,98
Management,Information and Computing Sciences,Computer science,98
Surgery,Information and Computing Sciences,Medicine,98
Ecology,,Biology,98
"Engineering, Electrical & Electronic",,Medicine,97
"Computer Science, Information Systems",,Medicine,97
,Engineering;Information and Computing Sciences,Geography,97
Mathematics,Mathematical Sciences,Mathematics,97
"Computer Science, Cybernetics",Engineering,Computer science,96
Law,,Political science,95
Geochemistry & Geophysics,,Mathematics,95
Orthopedics,Medical and Health Sciences,Medicine,95
"Mathematics, Interdisciplinary Applications",Information and Computing Sciences,Mathematics,95
Anatomy & Morphology,,,95
Remote Sensing,Information and Computing Sciences,Computer science,95
"Engineering, Ocean",Information and Computing Sciences,Engineering,95
"Computer Science, Theory & Methods",,Psychology,94
Construction & Building Technology,,,94
Telecommunications,,Computer science,94
"Radiology, Nuclear Medicine & Medical Imaging",Engineering;Physical Sciences,Medicine,94
"Engineering, Electrical & Electronic",,Psychology,93
"Engineering, Manufacturing",Information and Computing Sciences,Materials science,93
"Computer Science, Artificial Intelligence",,Geography,93
Statistics & Probability,Economics;Mathematical Sciences,Mathematics,93
"Engineering, Mechanical",Information and Computing Sciences,Mathematics,93
Geriatrics & Gerontology,,,92
"Engineering, Biomedical",Medical and Health Sciences,,92
,Mathematical Sciences,Biology,92
International Relations,,,92
"Business, Finance",,,92
,Engineering;Physical Sciences;Technology,,92
"Computer Science, Artificial Intelligence",Engineering;Information and Computing Sciences,Engineering,92
Green & Sustainable Science & Technology,,Economics,92
"Computer Science, Information Systems",Engineering;Information and Computing Sciences,,92
Biochemical Research Methods,Biological Sciences,Biology,92
Audiology & Speech-Language Pathology,Medical and Health Sciences,Psychology,92
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Medicine,91
"Medicine, Research & Experimental",,Biology,91
Biochemical Research Methods,Medical and Health Sciences,Biology,91
"Materials Science, Textiles",,,91
Critical Care Medicine,Medical and Health Sciences,Medicine,91
"Psychology, Social",,,90
Education & Educational Research,,Mathematics,90
"Computer Science, Theory & Methods",Information and Computing Sciences;Mathematical Sciences,Computer science,90
Spectroscopy,Engineering,Chemistry,90
"Computer Science, Theory & Methods",Medical and Health Sciences,Computer science,89
Economics,Economics,Mathematics,89
"Engineering, Aerospace",,Mathematics,89
"Computer Science, Software Engineering",Engineering,Computer science,89
"Social Sciences, Interdisciplinary",,Sociology,89
"Geography, Physical",Engineering;Information and Computing Sciences,Geography,89
Automation & Control Systems,Information and Computing Sciences,Materials science,89
"Engineering, Multidisciplinary",,Physics,89
Biochemical Research Methods,Engineering;Physical Sciences,Computer science,89
"Engineering, Biomedical",Engineering;Medical and Health Sciences,Computer science,89
,Mathematical Sciences,Medicine,88
"Engineering, Mechanical",Engineering,Materials science,88
Geography,,Geography,88
"Engineering, Chemical",,Chemistry,88
Behavioral Sciences,,Engineering,87
"Engineering, Electrical & Electronic",Information and Computing Sciences,Geography,87
,Information and Computing Sciences,Environmental science,87
Archaeology,,,86
"Engineering, Manufacturing",Engineering,,86
"Computer Science, Hardware & Architecture",Technology,Computer science,86
Remote Sensing,,Mathematics,86
,Physical Sciences,Mathematics,85
Logic,,Mathematics,85
Health Care Sciences & Services,Information and Computing Sciences,Computer science,85
Education & Educational Research,,Engineering,85
"Agriculture, Dairy & Animal Science",,,85
Transportation Science & Technology,,,85
"Geography, Physical",Information and Computing Sciences,Engineering,85
"Agriculture, Dairy & Animal Science",,Psychology,85
"Engineering, Chemical",,,84
Energy & Fuels,Engineering,Geology,84
Health Care Sciences & Services,Engineering,Medicine,84
"Materials Science, Multidisciplinary",,Materials science,84
Area Studies,,,84
"Computer Science, Information Systems",Engineering;Information and Computing Sciences;Technology,Computer science,84
Environmental Sciences,Information and Computing Sciences,Geography,84
Pediatrics,Medical and Health Sciences,Medicine,84
"Physics, Multidisciplinary",,Materials science,83
Law,,Psychology,83
"Dentistry, Oral Surgery & Medicine",Medical and Health Sciences,Medicine,83
Geology,,Geology,83
Automation & Control Systems,Information and Computing Sciences;Mathematical Sciences,Engineering,83
Multidisciplinary Sciences,Medical and Health Sciences,Psychology,83
Political Science,,Political science,82
"Radiology, Nuclear Medicine & Medical Imaging",Engineering,Medicine,82
"Computer Science, Theory & Methods",Engineering,Mathematics,82
Automation & Control Systems,Medical and Health Sciences,Computer science,82
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences,Medicine,82
Criminology & Penology,,,81
"Computer Science, Interdisciplinary Applications",,Medicine,81
Food Science & Technology,,Chemistry,81
Remote Sensing,,Physics,81
Multidisciplinary Sciences,,Physics,81
"Engineering, Manufacturing",Information and Computing Sciences,,80
Asian Studies,,,80
"Engineering, Electrical & Electronic",Information and Computing Sciences;Technology,Computer science,80
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences,Computer science,80
"Radiology, Nuclear Medicine & Medical Imaging",Medical and Health Sciences,,79
Operations Research & Management Science,Information and Computing Sciences,Computer science,79
,Earth Sciences,,79
Business,,Computer science,79
Automation & Control Systems,Medical and Health Sciences,Engineering,79
"Business, Finance",,Economics,79
"Geography, Physical",,Geology,79
Geriatrics & Gerontology,Medical and Health Sciences,Medicine,79
"Psychology, Mathematical",Information and Computing Sciences,Computer science,79
"Education, Scientific Disciplines",Information and Computing Sciences,Computer science,78
"Engineering, Industrial",Engineering;Information and Computing Sciences,Engineering,78
"Engineering, Multidisciplinary",Engineering,,78
"Engineering, Mechanical",Mathematical Sciences,Engineering,78
"Engineering, Environmental",Engineering,Engineering,78
"Dentistry, Oral Surgery & Medicine",Engineering,Medicine,78
"Computer Science, Theory & Methods",Technology,Computer science,77
"Computer Science, Interdisciplinary Applications",Medical and Health Sciences,Computer science,77
"Computer Science, Information Systems",Information and Computing Sciences,Medicine,77
Anthropology,,Sociology,77
Instruments & Instrumentation,Information and Computing Sciences,Engineering,77
Biophysics,Engineering,Mathematics,77
Biochemistry & Molecular Biology,,Chemistry,77
"Engineering, Industrial",Information and Computing Sciences,,76
"Physics, Applied",,Computer science,76
"Computer Science, Interdisciplinary Applications",,Geography,76
"Chemistry, Inorganic & Nuclear",,,76
,Information and Computing Sciences;Technology,,76
Otorhinolaryngology,Medical and Health Sciences,Medicine,76
,Economics,Business,76
"Radiology, Nuclear Medicine & Medical Imaging",Physical Sciences,Medicine,76
"Humanities, Multidisciplinary",,Computer science,75
,Engineering;Physical Sciences,Physics,75
Genetics & Heredity,Biological Sciences,Biology,75
Management,,Psychology,75
"Engineering, Electrical & Electronic",Technology,,75
Spectroscopy,Information and Computing Sciences,Chemistry,75
Economics,Economics,,75
Biochemical Research Methods,Engineering;Physical Sciences,Medicine,75
"Radiology, Nuclear Medicine & Medical Imaging",Engineering,Chemistry,74
"Mathematics, Applied",Information and Computing Sciences,Computer science,74
