wos_subject,ds_subject,mag_subject,count
"Computer Science, Hardware & Architecture",Information and Computing Sciences,Engineering,35
Remote Sensing,,Geology,35
"Engineering, Biomedical",Engineering;Information and Computing Sciences,Computer science,35
Biology,Information and Computing Sciences,Computer science,35
Health Policy & Services,,Medicine,35
Multidisciplinary Sciences,Biological Sciences,Chemistry,35
Multidisciplinary Sciences,Medical and Health Sciences,Medicine,35
"Radiology, Nuclear Medicine & Medical Imaging",Medical and Health Sciences,Medicine,35
Infectious Diseases,,Medicine,35
"Materials Science, Textiles",Engineering,Materials science,35
Soil Science,,,34
"Business, Finance",,,34
Health Care Sciences & Services,Information and Computing Sciences,,34
Acoustics,,Physics,34
,Earth Sciences,,34
Transportation Science & Technology,,Engineering,34
"Engineering, Electrical & Electronic",Engineering,Chemistry,34
Environmental Sciences,,Geography,34
Biophysics,Engineering,Engineering,34
"Radiology, Nuclear Medicine & Medical Imaging",,Computer science,34
Optics,,Materials science,34
Biochemical Research Methods,Engineering;Physical Sciences,Medicine,34
"Materials Science, Characterization & Testing",,,33
,,Philosophy,33
Thermodynamics,,,33
Gastroenterology & Hepatology,,,33
Geography,,,33
"Engineering, Electrical & Electronic",Technology,Engineering,33
"Engineering, Manufacturing",,,33
"Mathematics, Interdisciplinary Applications",,Mathematics,33
"Engineering, Biomedical",Engineering,Engineering,33
,Engineering,Medicine,33
Biochemical Research Methods,Medical and Health Sciences,Biology,33
,Engineering;Technology,,33
"Chemistry, Physical",Engineering,Materials science,33
"Computer Science, Software Engineering",Mathematical Sciences,Mathematics,33
"Radiology, Nuclear Medicine & Medical Imaging",Physical Sciences,Physics,33
Pharmacology & Pharmacy,Medical and Health Sciences,Medicine,33
"Psychology, Biological",Medical and Health Sciences,Psychology,33
"Physics, Multidisciplinary",Mathematical Sciences,Physics,33
Pathology,,Medicine,33
Thermodynamics,,Physics,33
Mechanics,,Physics,32
Multidisciplinary Sciences,,Physics,32
"Engineering, Electrical & Electronic",Information and Computing Sciences,Materials science,32
Mathematics,,Mathematics,32
,Information and Computing Sciences,Sociology,32
"Chemistry, Medicinal",,,32
Acoustics,Engineering,Computer science,32
Surgery,,,32
Biotechnology & Applied Microbiology,Information and Computing Sciences,Biology,32
"Engineering, Electrical & Electronic",Technology,Mathematics,32
Business,Information and Computing Sciences,Computer science,32
"Engineering, Environmental",Engineering,Geology,32
"Education, Special",,Psychology,32
Nuclear Science & Technology,Engineering,Engineering,32
"Mathematics, Applied",,Computer science,31
"Computer Science, Information Systems",Economics,Computer science,31
Biochemical Research Methods,Engineering;Physical Sciences,Computer science,31
,Physical Sciences,Medicine,31
"Engineering, Multidisciplinary",Information and Computing Sciences,Mathematics,31
"Engineering, Civil",Information and Computing Sciences,Engineering,31
Ecology,Biological Sciences,,31
Multidisciplinary Sciences,,Chemistry,31
,Information and Computing Sciences,Economics,31
Parasitology,,Biology,31
Entomology,Biological Sciences,Biology,31
Agricultural Engineering,Engineering,Chemistry,31
"Engineering, Electrical & Electronic",Engineering;Physical Sciences,Mathematics,31
"Engineering, Environmental",,Chemistry,31
"Chemistry, Applied",Engineering,Chemistry,31
"Psychology, Clinical",,,30
Remote Sensing,,Physics,30
"Computer Science, Software Engineering",Information and Computing Sciences,Mathematics,30
"Engineering, Biomedical",,Mathematics,30
"Geography, Physical",,,30
Biochemical Research Methods,Information and Computing Sciences,,30
Multidisciplinary Sciences,Information and Computing Sciences,Physics,30
Energy & Fuels,,Physics,30
"Chemistry, Medicinal",,Biology,30
Astronomy & Astrophysics,Engineering;Physical Sciences,Physics,30
Geochemistry & Geophysics,Engineering,Mathematics,30
Sport Sciences,,Medicine,30
"Agriculture, Multidisciplinary",,Chemistry,30
"Chemistry, Multidisciplinary",Engineering,,29
"Computer Science, Information Systems",,Engineering,29
"Engineering, Electrical & Electronic",Physical Sciences,Computer science,29
Automation & Control Systems,Medical and Health Sciences,Computer science,29
"Engineering, Environmental",Engineering,Engineering,29
"Engineering, Aerospace",Information and Computing Sciences,Computer science,29
Neurosciences,Medical and Health Sciences,Chemistry,29
Microscopy,Physical Sciences,Chemistry,29
Agricultural Engineering,,Chemistry,29
Developmental Biology,Medical and Health Sciences,Biology,29
"Psychology, Multidisciplinary",,Computer science,29
"Engineering, Electrical & Electronic",Technology,,29
Multidisciplinary Sciences,Information and Computing Sciences,Medicine,29
Geriatrics & Gerontology,,Medicine,29
Oncology,Biological Sciences,Biology,29
Biochemistry & Molecular Biology,Information and Computing Sciences,Biology,29
,Mathematical Sciences,Economics,28
,Information and Computing Sciences;Technology,Engineering,28
,Technology,Mathematics,28
Criminology & Penology,,Psychology,28
"Chemistry, Analytical",Engineering,,28
"Education, Scientific Disciplines",Information and Computing Sciences,Computer science,28
"Computer Science, Theory & Methods",Engineering;Information and Computing Sciences,Computer science,28
"Computer Science, Interdisciplinary Applications",,Psychology,28
Automation & Control Systems,Information and Computing Sciences;Mathematical Sciences,Computer science,28
"Engineering, Mechanical",Engineering,Computer science,28
,Economics,Business,28
"Mathematics, Applied",Engineering;Mathematical Sciences,Mathematics,28
Biochemical Research Methods,,Medicine,28
"Computer Science, Interdisciplinary Applications",Biological Sciences,Computer science,28
Anatomy & Morphology,Medical and Health Sciences,Psychology,28
Physiology,,Biology,28
Multidisciplinary Sciences,,Environmental science,28
Food Science & Technology,,Chemistry,28
"Mathematics, Interdisciplinary Applications",,,27
"Engineering, Electrical & Electronic",Medical and Health Sciences,Computer science,27
Multidisciplinary Sciences,Biological Sciences;Physical Sciences,Materials science,27
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences;Technology,Computer science,27
Thermodynamics,Engineering,,27
Emergency Medicine,,Medicine,27
"Engineering, Manufacturing",Information and Computing Sciences,Engineering,27
Linguistics,,,27
Endocrinology & Metabolism,,,27
"Engineering, Electrical & Electronic",Information and Computing Sciences;Mathematical Sciences,Computer science,27
"Computer Science, Hardware & Architecture",Engineering;Information and Computing Sciences,Computer science,27
"Materials Science, Textiles",,Materials science,27
Remote Sensing,Engineering,Environmental science,27
"Engineering, Biomedical",Engineering,Medicine,27
"Engineering, Chemical",Engineering,Materials science,27
Environmental Sciences,,Mathematics,27
Health Care Sciences & Services,Information and Computing Sciences,Computer science,27
Horticulture,,Biology,27
"Hospitality, Leisure, Sport & Tourism",,Psychology,27
Geriatrics & Gerontology,,Psychology,27
"Engineering, Biomedical",,Chemistry,27
Biophysics,,Medicine,27
Pharmacology & Pharmacy,Medical and Health Sciences,Biology,27
"Physics, Multidisciplinary",Mathematical Sciences,Mathematics,27
"Engineering, Biomedical",Information and Computing Sciences,,27
"Computer Science, Cybernetics",,,27
Forestry,Biological Sciences,Biology,27
Multidisciplinary Sciences,,Materials science,26
Automation & Control Systems,Information and Computing Sciences;Technology,Computer science,26
Green & Sustainable Science & Technology,,,26
Geochemistry & Geophysics,Information and Computing Sciences,Mathematics,26
"Geography, Physical",Engineering;Information and Computing Sciences,Geography,26
"Chemistry, Physical",,,26
Optics,,Mathematics,26
Mathematical & Computational Biology,Engineering,,26
Food Science & Technology,Engineering,,26
Astronomy & Astrophysics,Mathematical Sciences,Physics,26
Telecommunications,,,26
"Computer Science, Artificial Intelligence",Economics,Computer science,26
Multidisciplinary Sciences,Biological Sciences;Physical Sciences,Chemistry,26
Construction & Building Technology,Engineering,,26
Multidisciplinary Sciences,Medical and Health Sciences,,26
Behavioral Sciences,Medical and Health Sciences,Biology,26
"Psychology, Clinical",Medical and Health Sciences,Psychology,26
"Engineering, Electrical & Electronic",Engineering;Mathematical Sciences,Mathematics,26
Environmental Sciences,,Economics,26
"Mathematics, Applied",Mathematical Sciences,Computer science,26
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Engineering,Engineering,26
Mechanics,Engineering,Materials science,26
Food Science & Technology,,,25
,Mathematical Sciences,Geography,25
Mechanics,,Mathematics,25
Veterinary Sciences,,,25
,Physical Sciences,Chemistry,25
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences,Medicine,25
Mechanics,Engineering,Mathematics,25
Psychiatry,,Medicine,25
"Chemistry, Physical",Physical Sciences,Chemistry,25
Multidisciplinary Sciences,Mathematical Sciences,Biology,25
"Engineering, Biomedical",Engineering;Technology,Mathematics,25
Environmental Sciences,Information and Computing Sciences,Chemistry,25
Medical Informatics,Information and Computing Sciences,Computer science,25
"Computer Science, Interdisciplinary Applications",Engineering,Geography,25
"Engineering, Civil",Engineering,,25
Telecommunications,,Computer science,25
"Computer Science, Information Systems",Information and Computing Sciences;Mathematical Sciences,Computer science,25
Nanoscience & Nanotechnology,,Physics,24
Energy & Fuels,Economics,Engineering,24
"Computer Science, Interdisciplinary Applications",Engineering,,24
Obstetrics & Gynecology,,,24
,Earth Sciences,Geology,24
Substance Abuse,,Medicine,24
"Physics, Applied",,Materials science,24
Oncology,Biological Sciences,,24
"Engineering, Biomedical",Information and Computing Sciences,Engineering,24
Communication,,Sociology,24
"Engineering, Multidisciplinary",,Materials science,24
Veterinary Sciences,,Biology,24
"Engineering, Manufacturing",Information and Computing Sciences,Materials science,24
"Materials Science, Multidisciplinary",Engineering,Physics,24
"Engineering, Multidisciplinary",Engineering,Physics,24
Environmental Sciences,Biological Sciences,Chemistry,24
"Chemistry, Multidisciplinary",Engineering,Chemistry,24
"Medicine, Legal",,Medicine,24
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences,Mathematics,24
Linguistics,,Computer science,24
,Economics,Engineering,24
Language & Linguistics,,,24
Remote Sensing,,Computer science,23
Soil Science,,Chemistry,23
"Computer Science, Interdisciplinary Applications",Mathematical Sciences,Engineering,23
,Biological Sciences;Information and Computing Sciences,Computer science,23
Multidisciplinary Sciences,,Engineering,23
"Materials Science, Ceramics",Engineering,Materials science,23
Political Science,,Sociology,23
"Computer Science, Theory & Methods",Biological Sciences,Computer science,23
"Materials Science, Multidisciplinary",Engineering,Chemistry,23
Biology,Medical and Health Sciences,Biology,23
"Physics, Multidisciplinary",Physical Sciences,Physics,23
Environmental Sciences,Economics;Engineering,Geology,23
Developmental Biology,Biological Sciences,Biology,23
"Chemistry, Analytical",Engineering,Computer science,23
Biology,,Mathematics,23
Behavioral Sciences,Medical and Health Sciences,,23
Education & Educational Research,,Mathematics,23
Mathematical & Computational Biology,Mathematical Sciences,Computer science,23
"Engineering, Multidisciplinary",Mathematical Sciences,Engineering,23
Business,,Psychology,23
,Medical and Health Sciences,Chemistry,22
"Education, Scientific Disciplines",,Physics,22
"Materials Science, Characterization & Testing",,Materials science,22
Management,,Psychology,22
Architecture,,,22
Information Science & Library Science,Information and Computing Sciences,,22
"Engineering, Electrical & Electronic",Technology,Physics,22
"Computer Science, Information Systems",Engineering;Information and Computing Sciences;Technology,Computer science,22
,Engineering;Information and Computing Sciences,Mathematics,22
Multidisciplinary Sciences,Medical and Health Sciences,Chemistry,22
"Engineering, Multidisciplinary",Mathematical Sciences,Computer science,22
